#ModelName,ModelType,Function1,Function2,PChange,Description
Novella2014,4,0.0032,0,0,Novella2014 Average single value of melt/gt
Hauri2006,4,0.003,0,0,Hauri2006, Hauri2006 Average single value of melt/gt
