g,9806
R,8.3144621
rho_crust,2850
rho_mantle,3340
rho_forsterite,3222
rho_fayalite,4400
rho_enstatite,3206
rho_ferrosillite,4003
rho_diopside,3272
rho_hedengerbite,3651
rho_pyrope,3565
rho_almandine,4324
rho_chromite,4790
rho_amph,3074
rho_phlg,2788
avogadro,6.0221415E+023
boltz,1.3805E-23
el_q,1.602E-19
